ticket_id,customer_id,customer_name,customer_email,product_purchased,ticket_type,ticket_subject,ticket_status,resolution,ticket_priority,ticket_channel,first_response_minutes,resolution_hours,customer_satisfaction_rating
TKT01659,CUST00630,Customer 1274,customer137@example.com,Cloud Subscription,Billing,Payment issue,Open,Information provided,Critical,Chat,120,47.29,4
TKT01660,CUST00655,Customer 232,customer1229@example.com,Support Package,Product Question,Installation help,Open,Password reset,High,Web Form,235,64.42,1
TKT01661,CUST00606,Customer 457,customer1583@example.com,Laptop,Product Question,General enquiry,Closed,Configuration fixed,Critical,Web Form,39,75.72,5
TKT01662,CUST00912,Customer 97,customer816@example.com,Analytics Suite,Account Access,Payment issue,Resolved,Refund processed,Critical,Web Form,280,101.94,4
TKT01663,CUST01386,Customer 424,customer1470@example.com,Cloud Subscription,Billing,Performance issue,Open,Configuration fixed,High,Web Form,577,45.23,5
TKT01664,CUST00582,Customer 1782,customer165@example.com,CRM License,Feature Request,Installation help,Closed,Refund processed,High,Chat,592,93.85,4
TKT01665,CUST01369,Customer 25,customer200@example.com,CRM License,Account Access,Performance issue,Resolved,Password reset,Medium,Chat,225,27.36,3
TKT01666,CUST00680,Customer 1485,customer619@example.com,Support Package,Product Question,Installation help,Open,Configuration fixed,Critical,Chat,37,105.45,2
TKT01667,CUST00383,Customer 354,customer694@example.com,Support Package,Technical Issue,Payment issue,In Progress,Information provided,Medium,Chat,415,12.13,5
TKT01668,CUST00545,Customer 927,customer1050@example.com,CRM License,Feature Request,Installation help,In Progress,Information provided,Critical,Phone,192,96.55,2
TKT01669,CUST01639,Customer 16,customer63@example.com,CRM License,Product Question,Login problem,In Progress,Information provided,Critical,Web Form,521,32.53,3
TKT01670,CUST00597,Customer 993,customer209@example.com,Analytics Suite,Billing,General enquiry,In Progress,Configuration fixed,Critical,Phone,39,78.98,4
TKT01671,CUST01299,Customer 1866,customer1454@example.com,Cloud Subscription,Account Access,Login problem,Closed,Configuration fixed,Critical,Email,59,65.5,5
TKT01672,CUST01156,Customer 229,customer1465@example.com,Support Package,Technical Issue,General enquiry,In Progress,Configuration fixed,Low,Phone,448,69.59,3
TKT01673,CUST01385,Customer 623,customer1540@example.com,Analytics Suite,Account Access,Performance issue,Closed,Password reset,Critical,Email,390,117.66,5
TKT01674,CUST01201,Customer 528,customer713@example.com,Cloud Subscription,Feature Request,Login problem,Closed,Configuration fixed,Low,Chat,391,72.02,4
TKT01675,CUST01991,Customer 1407,customer1346@example.com,Support Package,Feature Request,Login problem,In Progress,Information provided,Low,Phone,328,26.21,1
TKT01676,CUST01842,Customer 1650,customer410@example.com,Cloud Subscription,Feature Request,Performance issue,Open,Refund processed,High,Web Form,518,49.56,1
TKT01677,CUST00647,Customer 542,customer1738@example.com,Laptop,Account Access,Performance issue,In Progress,Password reset,Low,Phone,404,12.05,4
TKT01678,CUST00782,Customer 253,customer17@example.com,Analytics Suite,Product Question,Login problem,Open,Escalated,High,Phone,115,40.58,3
TKT01679,CUST00733,Customer 1779,customer1226@example.com,AI Platform,Account Access,Performance issue,Open,Escalated,Critical,Chat,482,35.51,1
TKT01680,CUST01315,Customer 209,customer170@example.com,AI Platform,Technical Issue,General enquiry,Resolved,Escalated,Medium,Phone,327,77.42,4
TKT01681,CUST00978,Customer 1717,customer1652@example.com,Analytics Suite,Account Access,General enquiry,In Progress,Password reset,Medium,Chat,110,109.71,5
TKT01682,CUST01931,Customer 1117,customer475@example.com,Cloud Subscription,Account Access,Payment issue,Closed,Information provided,Medium,Email,428,34.13,1
TKT01683,CUST01431,Customer 1564,customer43@example.com,Analytics Suite,Billing,General enquiry,Resolved,Password reset,Low,Phone,406,101.79,5
TKT01684,CUST00933,Customer 1681,customer734@example.com,Cloud Subscription,Feature Request,Login problem,Closed,Escalated,Low,Phone,170,105.19,4
TKT01685,CUST00634,Customer 1384,customer1795@example.com,Cloud Subscription,Billing,Login problem,Resolved,Password reset,Critical,Chat,113,76.1,5
TKT01686,CUST01559,Customer 759,customer307@example.com,Cloud Subscription,Billing,General enquiry,Open,Configuration fixed,Critical,Web Form,534,84.01,3
TKT01687,CUST01659,Customer 648,customer545@example.com,Cloud Subscription,Product Question,General enquiry,Resolved,Information provided,High,Web Form,514,95.89,2
TKT01688,CUST01940,Customer 1292,customer1090@example.com,Cloud Subscription,Billing,Performance issue,Resolved,Information provided,High,Web Form,120,44.97,5
TKT01689,CUST01094,Customer 1032,customer1743@example.com,Cloud Subscription,Billing,Login problem,In Progress,Configuration fixed,Low,Chat,414,118.38,3
TKT01690,CUST01580,Customer 1805,customer389@example.com,Laptop,Product Question,Installation help,Open,Configuration fixed,Low,Web Form,72,46.12,5
TKT01691,CUST01766,Customer 1528,customer728@example.com,Laptop,Account Access,Performance issue,Resolved,Password reset,Critical,Web Form,547,10.64,2
TKT01692,CUST00162,Customer 1783,customer1910@example.com,Laptop,Technical Issue,General enquiry,Closed,Configuration fixed,Low,Phone,170,88.08,4
TKT01693,CUST00294,Customer 796,customer1396@example.com,Analytics Suite,Product Question,Payment issue,Resolved,Escalated,High,Email,104,40.53,3
TKT01694,CUST00387,Customer 936,customer1130@example.com,Analytics Suite,Product Question,Payment issue,Closed,Information provided,Critical,Chat,479,3.81,3
TKT01695,CUST00459,Customer 1764,customer724@example.com,Analytics Suite,Feature Request,Login problem,Resolved,Password reset,Critical,Chat,576,21.9,5
TKT01696,CUST00590,Customer 592,customer1594@example.com,AI Platform,Account Access,Payment issue,Resolved,Refund processed,Medium,Phone,429,44.64,3
TKT01697,CUST00008,Customer 1651,customer1883@example.com,Laptop,Product Question,General enquiry,Open,Information provided,High,Phone,538,25.93,5
TKT01698,CUST01373,Customer 1147,customer844@example.com,Analytics Suite,Feature Request,Performance issue,Resolved,Information provided,High,Chat,534,16.8,3
TKT01699,CUST01215,Customer 835,customer1908@example.com,AI Platform,Technical Issue,Payment issue,In Progress,Password reset,Medium,Email,177,19.93,1
TKT01700,CUST01343,Customer 1849,customer410@example.com,AI Platform,Account Access,Login problem,Resolved,Information provided,Critical,Web Form,370,75.37,4
TKT01701,CUST01570,Customer 532,customer1688@example.com,CRM License,Account Access,Installation help,Open,Refund processed,Low,Phone,414,15.84,4
TKT01702,CUST00275,Customer 1362,customer900@example.com,CRM License,Billing,Login problem,Resolved,Password reset,Critical,Chat,551,94.11,2
TKT01703,CUST00653,Customer 712,customer422@example.com,Analytics Suite,Feature Request,Performance issue,Closed,Password reset,Critical,Email,325,101.09,1
TKT01704,CUST00899,Customer 1911,customer825@example.com,AI Platform,Technical Issue,Login problem,Open,Refund processed,Low,Web Form,326,86.96,2
TKT01705,CUST00533,Customer 1094,customer813@example.com,Support Package,Product Question,Installation help,Resolved,Escalated,High,Web Form,490,29.79,3
TKT01706,CUST00844,Customer 1159,customer1248@example.com,Cloud Subscription,Account Access,Login problem,Resolved,Information provided,High,Email,551,69.38,3
TKT01707,CUST00929,Customer 634,customer1594@example.com,Cloud Subscription,Technical Issue,Payment issue,In Progress,Password reset,Critical,Phone,40,7.8,4
TKT01708,CUST01380,Customer 43,customer1822@example.com,Support Package,Account Access,Login problem,Closed,Escalated,Critical,Web Form,522,113.15,2
TKT01709,CUST00442,Customer 1984,customer275@example.com,AI Platform,Account Access,Payment issue,Resolved,Information provided,Medium,Phone,236,1.38,1
TKT01710,CUST00522,Customer 896,customer475@example.com,CRM License,Product Question,Performance issue,Resolved,Information provided,Low,Phone,285,26.97,5
TKT01711,CUST00570,Customer 1322,customer1667@example.com,Cloud Subscription,Feature Request,Login problem,In Progress,Refund processed,Critical,Email,260,10.42,2
TKT01712,CUST00476,Customer 1807,customer194@example.com,Analytics Suite,Billing,Performance issue,Open,Refund processed,High,Web Form,5,119.37,2
TKT01713,CUST01653,Customer 708,customer599@example.com,CRM License,Product Question,Installation help,Closed,Password reset,High,Email,344,5.36,4
TKT01714,CUST01194,Customer 68,customer1431@example.com,Laptop,Feature Request,Payment issue,Resolved,Escalated,Critical,Web Form,591,0.71,3
TKT01715,CUST01608,Customer 1562,customer1072@example.com,AI Platform,Product Question,Installation help,In Progress,Refund processed,Low,Chat,430,12.53,3
TKT01716,CUST00166,Customer 1236,customer1@example.com,AI Platform,Technical Issue,Login problem,Resolved,Escalated,Low,Phone,299,105.81,2
TKT01717,CUST01415,Customer 1288,customer296@example.com,CRM License,Account Access,Payment issue,Closed,Refund processed,Medium,Chat,15,48.39,5
TKT01718,CUST01338,Customer 756,customer1590@example.com,Analytics Suite,Account Access,General enquiry,In Progress,Configuration fixed,Medium,Email,445,113.39,3
TKT01719,CUST01574,Customer 1817,customer681@example.com,Cloud Subscription,Product Question,General enquiry,In Progress,Escalated,Low,Email,401,115.16,2
TKT01720,CUST00879,Customer 808,customer1456@example.com,Laptop,Feature Request,Payment issue,Open,Configuration fixed,Low,Phone,272,87.27,2
TKT01721,CUST01487,Customer 70,customer1346@example.com,AI Platform,Technical Issue,Payment issue,Open,Password reset,Medium,Email,220,20.68,3
TKT01722,CUST01073,Customer 1136,customer1652@example.com,Cloud Subscription,Technical Issue,General enquiry,In Progress,Password reset,Low,Email,218,116.54,4
TKT01723,CUST01615,Customer 1555,customer1159@example.com,Cloud Subscription,Account Access,Installation help,In Progress,Refund processed,High,Chat,130,52.86,2
TKT01724,CUST01604,Customer 824,customer182@example.com,Cloud Subscription,Technical Issue,Login problem,Resolved,Information provided,Low,Web Form,216,56.01,5
TKT01725,CUST01688,Customer 911,customer253@example.com,Analytics Suite,Account Access,Login problem,Resolved,Refund processed,High,Phone,98,76.6,2
TKT01726,CUST00362,Customer 1841,customer408@example.com,Cloud Subscription,Technical Issue,Performance issue,In Progress,Information provided,Medium,Chat,214,86.08,4
TKT01727,CUST01436,Customer 1176,customer363@example.com,Support Package,Product Question,General enquiry,Resolved,Escalated,Low,Phone,561,115.52,5
TKT01728,CUST00420,Customer 608,customer1104@example.com,Support Package,Feature Request,Installation help,Open,Information provided,High,Chat,348,116.52,2
TKT01729,CUST00952,Customer 723,customer923@example.com,AI Platform,Technical Issue,Payment issue,Closed,Information provided,High,Web Form,349,49.93,3
TKT01730,CUST01803,Customer 1519,customer655@example.com,Support Package,Technical Issue,General enquiry,Closed,Configuration fixed,Critical,Phone,485,17.48,3
TKT01731,CUST00253,Customer 1494,customer1138@example.com,Laptop,Feature Request,Installation help,Resolved,Password reset,Medium,Chat,526,109.91,4
TKT01732,CUST01482,Customer 185,customer1692@example.com,Laptop,Product Question,Performance issue,In Progress,Refund processed,Critical,Web Form,342,14.72,2
TKT01733,CUST00611,Customer 1548,customer746@example.com,Laptop,Account Access,General enquiry,In Progress,Information provided,Medium,Chat,218,66.54,4
TKT01734,CUST00526,Customer 666,customer917@example.com,Laptop,Billing,Performance issue,Open,Information provided,Critical,Web Form,316,20.36,4
TKT01735,CUST00101,Customer 268,customer1768@example.com,Support Package,Feature Request,General enquiry,Open,Information provided,Medium,Web Form,521,43.31,2
TKT01736,CUST01442,Customer 316,customer859@example.com,Cloud Subscription,Product Question,Installation help,Open,Information provided,Critical,Phone,185,63.8,5
TKT01737,CUST01660,Customer 1765,customer166@example.com,Laptop,Technical Issue,Performance issue,Closed,Configuration fixed,Low,Phone,588,84.75,1
TKT01738,CUST00915,Customer 440,customer370@example.com,Analytics Suite,Feature Request,Performance issue,Resolved,Information provided,Low,Chat,278,117.04,5
TKT01739,CUST00392,Customer 1028,customer539@example.com,Analytics Suite,Account Access,General enquiry,Open,Refund processed,Low,Email,437,110.27,2
TKT01740,CUST01235,Customer 1129,customer1125@example.com,Laptop,Billing,Performance issue,Closed,Escalated,Medium,Phone,109,62.69,5
TKT01741,CUST01953,Customer 998,customer807@example.com,Analytics Suite,Feature Request,Login problem,Closed,Configuration fixed,Low,Phone,590,37.83,2
TKT01742,CUST01574,Customer 685,customer692@example.com,Laptop,Billing,Payment issue,Resolved,Escalated,Critical,Chat,447,64.67,3
TKT01743,CUST01519,Customer 51,customer1663@example.com,Laptop,Account Access,Login problem,In Progress,Refund processed,Low,Chat,537,44.32,1
TKT01744,CUST00090,Customer 98,customer902@example.com,Analytics Suite,Billing,Payment issue,Closed,Information provided,Critical,Web Form,470,55.41,5
TKT01745,CUST01800,Customer 963,customer953@example.com,Cloud Subscription,Feature Request,Installation help,Resolved,Escalated,Medium,Email,259,109.77,4
TKT01746,CUST01223,Customer 1727,customer543@example.com,CRM License,Account Access,General enquiry,In Progress,Escalated,Medium,Email,144,61.95,2
TKT01747,CUST01300,Customer 1686,customer928@example.com,AI Platform,Product Question,Login problem,In Progress,Escalated,High,Chat,480,5.48,4
TKT01748,CUST00677,Customer 1351,customer1218@example.com,Support Package,Product Question,Performance issue,Open,Escalated,High,Email,341,82.24,1
TKT01749,CUST01764,Customer 566,customer1838@example.com,AI Platform,Product Question,Payment issue,Resolved,Information provided,Critical,Web Form,147,34.08,4
TKT01750,CUST01033,Customer 1911,customer1677@example.com,AI Platform,Billing,Login problem,Closed,Configuration fixed,Critical,Phone,172,26.06,3
TKT01751,CUST00495,Customer 766,customer9@example.com,Cloud Subscription,Technical Issue,Login problem,In Progress,Password reset,Medium,Phone,115,92.1,5
TKT01752,CUST00728,Customer 1601,customer42@example.com,Support Package,Product Question,Login problem,In Progress,Configuration fixed,High,Email,586,20.28,3
TKT01753,CUST00442,Customer 273,customer1672@example.com,Support Package,Feature Request,General enquiry,Resolved,Refund processed,High,Phone,422,73.31,2
TKT01754,CUST01883,Customer 1119,customer462@example.com,Support Package,Technical Issue,Performance issue,Open,Information provided,Critical,Phone,180,98.15,4
TKT01755,CUST01604,Customer 438,customer51@example.com,CRM License,Account Access,General enquiry,In Progress,Configuration fixed,Medium,Chat,131,36.42,4
TKT01756,CUST01195,Customer 921,customer1355@example.com,Analytics Suite,Feature Request,General enquiry,Open,Refund processed,Critical,Web Form,518,56.93,5
TKT01757,CUST01540,Customer 1564,customer1945@example.com,AI Platform,Feature Request,General enquiry,In Progress,Information provided,Low,Phone,433,69.53,4
TKT01758,CUST01694,Customer 1894,customer1414@example.com,CRM License,Billing,Installation help,Closed,Information provided,High,Email,420,77.11,5
TKT01759,CUST00698,Customer 136,customer271@example.com,CRM License,Feature Request,Installation help,Closed,Password reset,Critical,Chat,41,116.65,4
TKT01760,CUST00514,Customer 848,customer589@example.com,Cloud Subscription,Account Access,General enquiry,Open,Information provided,Low,Web Form,579,106.71,4
TKT01761,CUST01826,Customer 145,customer579@example.com,Laptop,Billing,General enquiry,Closed,Refund processed,High,Phone,264,25.48,5
TKT01762,CUST00730,Customer 1090,customer573@example.com,CRM License,Feature Request,General enquiry,Closed,Refund processed,Critical,Chat,432,65.72,4
TKT01763,CUST00082,Customer 1991,customer1253@example.com,AI Platform,Product Question,Login problem,In Progress,Configuration fixed,Low,Phone,110,19.36,3
TKT01764,CUST01575,Customer 668,customer1494@example.com,AI Platform,Feature Request,Performance issue,Resolved,Information provided,Critical,Phone,366,7.67,1
TKT01765,CUST00448,Customer 763,customer587@example.com,Cloud Subscription,Billing,Installation help,In Progress,Configuration fixed,Critical,Email,57,44.49,2
TKT01766,CUST00469,Customer 562,customer1117@example.com,Support Package,Billing,Login problem,Open,Configuration fixed,Medium,Email,277,38.72,1
TKT01767,CUST01406,Customer 1695,customer973@example.com,AI Platform,Account Access,Login problem,Resolved,Password reset,High,Email,142,68.67,2
TKT01768,CUST02000,Customer 1692,customer778@example.com,AI Platform,Technical Issue,Installation help,In Progress,Configuration fixed,Critical,Web Form,283,77.13,1
TKT01769,CUST00179,Customer 1620,customer366@example.com,Laptop,Account Access,Login problem,Closed,Refund processed,Medium,Chat,521,46.58,4
TKT01770,CUST01321,Customer 495,customer111@example.com,Analytics Suite,Technical Issue,Payment issue,Open,Escalated,Low,Phone,2,104.14,2
TKT01771,CUST00667,Customer 433,customer1886@example.com,Laptop,Account Access,Payment issue,Closed,Configuration fixed,Medium,Email,277,101.09,2
TKT01772,CUST01794,Customer 289,customer1307@example.com,Laptop,Account Access,General enquiry,In Progress,Information provided,Critical,Phone,598,86.68,5
TKT01773,CUST01800,Customer 379,customer1683@example.com,AI Platform,Account Access,Login problem,Closed,Refund processed,Critical,Email,583,42.41,3
TKT01774,CUST00210,Customer 1457,customer586@example.com,Support Package,Account Access,Payment issue,Open,Refund processed,Critical,Chat,341,29.44,4
TKT01775,CUST00095,Customer 1096,customer424@example.com,CRM License,Account Access,General enquiry,Resolved,Escalated,High,Email,399,14.37,1
TKT01776,CUST00828,Customer 1683,customer1155@example.com,Support Package,Billing,Installation help,Resolved,Refund processed,Medium,Chat,353,30.43,4
TKT01777,CUST00128,Customer 1316,customer1393@example.com,Laptop,Account Access,Installation help,Resolved,Refund processed,High,Phone,275,115.11,5
TKT01778,CUST00672,Customer 1856,customer1445@example.com,CRM License,Account Access,General enquiry,Resolved,Password reset,Critical,Chat,109,50.41,1
TKT01779,CUST00348,Customer 105,customer1093@example.com,AI Platform,Product Question,Payment issue,Open,Escalated,Critical,Chat,485,50.18,1
TKT01780,CUST01942,Customer 1335,customer927@example.com,AI Platform,Feature Request,Installation help,Open,Password reset,Low,Web Form,260,56.75,4
TKT01781,CUST01418,Customer 237,customer1129@example.com,CRM License,Account Access,Installation help,Closed,Refund processed,High,Chat,524,77.94,4
TKT01782,CUST00290,Customer 697,customer507@example.com,Support Package,Feature Request,Payment issue,Closed,Password reset,Critical,Web Form,133,110.44,4
TKT01783,CUST01242,Customer 909,customer325@example.com,Support Package,Feature Request,Payment issue,Resolved,Password reset,Low,Web Form,119,14.14,2
TKT01784,CUST01497,Customer 1022,customer429@example.com,Laptop,Account Access,Login problem,In Progress,Configuration fixed,High,Chat,132,98.52,2
TKT01785,CUST01620,Customer 422,customer671@example.com,AI Platform,Account Access,General enquiry,In Progress,Configuration fixed,High,Chat,391,54.15,1
TKT01786,CUST01262,Customer 373,customer1410@example.com,Laptop,Account Access,General enquiry,Closed,Information provided,High,Phone,329,33.33,2
TKT01787,CUST01173,Customer 297,customer1739@example.com,AI Platform,Account Access,Installation help,In Progress,Refund processed,Critical,Email,394,65.49,4
TKT01788,CUST01703,Customer 425,customer1784@example.com,Cloud Subscription,Product Question,Installation help,Resolved,Information provided,Critical,Phone,146,65.08,4
TKT01789,CUST00502,Customer 1382,customer790@example.com,CRM License,Product Question,Payment issue,Resolved,Escalated,High,Phone,217,16.44,3
TKT01790,CUST01955,Customer 1793,customer1960@example.com,Analytics Suite,Product Question,Login problem,Closed,Refund processed,Low,Web Form,400,12.09,1
TKT01791,CUST00427,Customer 683,customer1971@example.com,Support Package,Billing,Performance issue,Open,Refund processed,High,Email,302,75.41,5
TKT01792,CUST01612,Customer 1698,customer1607@example.com,Cloud Subscription,Feature Request,Installation help,Resolved,Refund processed,High,Email,227,88.38,3
TKT01793,CUST01933,Customer 1631,customer140@example.com,Analytics Suite,Feature Request,Installation help,Open,Information provided,Medium,Web Form,195,73.97,1
TKT01794,CUST00505,Customer 558,customer1206@example.com,CRM License,Billing,Payment issue,In Progress,Configuration fixed,High,Web Form,227,42.67,5
TKT01795,CUST01304,Customer 386,customer569@example.com,CRM License,Account Access,Payment issue,Resolved,Configuration fixed,High,Web Form,168,66.92,3
TKT01796,CUST01669,Customer 761,customer1729@example.com,Laptop,Billing,Login problem,Closed,Password reset,Low,Phone,421,108.81,1
TKT01797,CUST00600,Customer 234,customer449@example.com,CRM License,Product Question,Installation help,Resolved,Refund processed,Critical,Web Form,99,110.9,3
TKT01798,CUST01054,Customer 1918,customer780@example.com,CRM License,Account Access,Performance issue,Closed,Information provided,Low,Email,403,28.26,1
TKT01799,CUST01603,Customer 1624,customer501@example.com,Analytics Suite,Feature Request,Payment issue,Resolved,Refund processed,Critical,Chat,47,11.86,1
TKT01800,CUST01307,Customer 784,customer1765@example.com,Analytics Suite,Technical Issue,Payment issue,Closed,Configuration fixed,High,Web Form,243,78.56,3
TKT01801,CUST01617,Customer 1020,customer1144@example.com,Laptop,Billing,Payment issue,Closed,Escalated,Critical,Email,300,21.34,1
TKT01802,CUST00561,Customer 655,customer861@example.com,CRM License,Product Question,Performance issue,Closed,Refund processed,Medium,Phone,558,96.23,1
TKT01803,CUST01016,Customer 6,customer1631@example.com,AI Platform,Feature Request,Performance issue,Resolved,Information provided,Low,Email,397,34.06,3
TKT01804,CUST01633,Customer 402,customer1191@example.com,Laptop,Billing,General enquiry,In Progress,Password reset,Medium,Web Form,198,18.48,4
TKT01805,CUST00451,Customer 98,customer1212@example.com,AI Platform,Product Question,Login problem,Closed,Password reset,Critical,Chat,222,98.02,2
TKT01806,CUST00889,Customer 816,customer340@example.com,AI Platform,Product Question,Login problem,Closed,Information provided,High,Email,431,25.42,1
TKT01807,CUST01054,Customer 834,customer754@example.com,CRM License,Product Question,Performance issue,Resolved,Configuration fixed,Medium,Email,520,1.56,4
TKT01808,CUST01617,Customer 728,customer995@example.com,Analytics Suite,Technical Issue,General enquiry,Closed,Password reset,Medium,Email,476,98.7,1
TKT01809,CUST01503,Customer 1374,customer840@example.com,Laptop,Product Question,General enquiry,In Progress,Password reset,Critical,Chat,540,11.71,2
TKT01810,CUST00855,Customer 1470,customer683@example.com,CRM License,Account Access,Performance issue,Closed,Configuration fixed,Low,Chat,132,50.66,3
TKT01811,CUST01908,Customer 1104,customer1972@example.com,AI Platform,Feature Request,General enquiry,In Progress,Escalated,Low,Email,296,47.8,1
TKT01812,CUST01234,Customer 694,customer734@example.com,CRM License,Feature Request,Installation help,Resolved,Password reset,Low,Email,285,17.59,5
TKT01813,CUST01238,Customer 698,customer1195@example.com,Laptop,Feature Request,Performance issue,Resolved,Password reset,Low,Web Form,252,4.7,4
TKT01814,CUST00206,Customer 917,customer1197@example.com,AI Platform,Technical Issue,Payment issue,Closed,Refund processed,Low,Chat,14,10.62,2
TKT01815,CUST00457,Customer 1467,customer421@example.com,Support Package,Product Question,Performance issue,Resolved,Information provided,Medium,Email,135,51.59,4
TKT01816,CUST00185,Customer 643,customer1764@example.com,Laptop,Billing,Installation help,Resolved,Refund processed,High,Email,199,114.87,1
TKT01817,CUST00034,Customer 1427,customer308@example.com,Cloud Subscription,Product Question,Installation help,Open,Password reset,Low,Web Form,247,87.13,5
TKT01818,CUST01906,Customer 639,customer1652@example.com,CRM License,Technical Issue,General enquiry,Open,Password reset,Low,Email,163,85.92,2
TKT01819,CUST00564,Customer 1089,customer1190@example.com,AI Platform,Billing,Performance issue,Open,Information provided,Medium,Chat,214,80.53,5
TKT01820,CUST01453,Customer 503,customer698@example.com,Laptop,Technical Issue,General enquiry,Closed,Refund processed,Critical,Web Form,463,92.41,1
TKT01821,CUST01048,Customer 180,customer539@example.com,Laptop,Technical Issue,Installation help,Resolved,Refund processed,Critical,Web Form,197,63.77,2
TKT01822,CUST00346,Customer 997,customer1468@example.com,Analytics Suite,Product Question,Payment issue,In Progress,Escalated,Low,Web Form,133,118.28,1
TKT01823,CUST01626,Customer 1412,customer898@example.com,Analytics Suite,Feature Request,General enquiry,In Progress,Password reset,Low,Phone,280,73.12,4
TKT01824,CUST01196,Customer 859,customer1096@example.com,CRM License,Billing,Payment issue,Closed,Refund processed,Medium,Phone,17,75.89,3
TKT01825,CUST01506,Customer 1557,customer722@example.com,Support Package,Feature Request,Login problem,Resolved,Escalated,Low,Phone,137,3.03,1
TKT01826,CUST01563,Customer 116,customer697@example.com,Laptop,Product Question,General enquiry,Open,Information provided,Critical,Chat,16,90.68,5
TKT01827,CUST01640,Customer 92,customer537@example.com,Support Package,Feature Request,Login problem,Open,Refund processed,Low,Web Form,42,43.03,2
TKT01828,CUST01198,Customer 1862,customer1817@example.com,Support Package,Billing,Installation help,Open,Refund processed,Low,Phone,458,92.97,5
TKT01829,CUST00325,Customer 1133,customer1771@example.com,Laptop,Product Question,General enquiry,Resolved,Refund processed,Low,Chat,16,101.77,2
TKT01830,CUST00897,Customer 698,customer323@example.com,AI Platform,Billing,Login problem,Resolved,Escalated,High,Web Form,87,3.16,4
TKT01831,CUST01469,Customer 1292,customer272@example.com,Cloud Subscription,Product Question,Payment issue,Resolved,Configuration fixed,Low,Chat,107,46.48,5
TKT01832,CUST01671,Customer 1516,customer1611@example.com,Laptop,Account Access,Login problem,Resolved,Configuration fixed,Medium,Email,387,108.64,5
TKT01833,CUST01049,Customer 1766,customer719@example.com,Laptop,Technical Issue,Performance issue,Closed,Information provided,High,Email,199,15.79,4
TKT01834,CUST00102,Customer 1814,customer425@example.com,Analytics Suite,Account Access,General enquiry,In Progress,Password reset,Critical,Web Form,122,89.44,3
TKT01835,CUST01981,Customer 706,customer429@example.com,Analytics Suite,Account Access,Installation help,Resolved,Password reset,Critical,Phone,440,39.12,5
TKT01836,CUST01267,Customer 23,customer1785@example.com,CRM License,Technical Issue,Login problem,Closed,Password reset,Low,Phone,134,61.37,5
TKT01837,CUST01117,Customer 816,customer528@example.com,Analytics Suite,Product Question,General enquiry,Open,Password reset,Medium,Phone,562,108.48,3
TKT01838,CUST00947,Customer 247,customer1443@example.com,Cloud Subscription,Feature Request,Performance issue,Open,Password reset,Low,Phone,484,76.14,5
TKT01839,CUST00865,Customer 1033,customer911@example.com,Cloud Subscription,Billing,Performance issue,Resolved,Configuration fixed,Medium,Chat,530,52.33,1
TKT01840,CUST01297,Customer 382,customer930@example.com,AI Platform,Technical Issue,General enquiry,Resolved,Password reset,High,Email,409,83.8,4
TKT01841,CUST01252,Customer 1342,customer675@example.com,Cloud Subscription,Billing,Installation help,Open,Escalated,High,Email,167,27.14,5
TKT01842,CUST00581,Customer 1772,customer155@example.com,Cloud Subscription,Feature Request,General enquiry,In Progress,Information provided,Medium,Chat,393,1.97,2
TKT01843,CUST00784,Customer 402,customer175@example.com,Analytics Suite,Product Question,General enquiry,In Progress,Password reset,Low,Web Form,453,74.42,5
TKT01844,CUST00325,Customer 1092,customer361@example.com,AI Platform,Account Access,Installation help,In Progress,Configuration fixed,Critical,Chat,557,103.4,4
TKT01845,CUST00631,Customer 1915,customer575@example.com,AI Platform,Billing,Installation help,Closed,Refund processed,Medium,Chat,32,84.1,1
TKT01846,CUST01949,Customer 622,customer330@example.com,AI Platform,Feature Request,Payment issue,In Progress,Configuration fixed,Critical,Web Form,522,62.57,5
TKT01847,CUST00501,Customer 1584,customer559@example.com,Cloud Subscription,Feature Request,Payment issue,Resolved,Escalated,High,Phone,487,17.63,4
TKT01848,CUST01729,Customer 89,customer1524@example.com,Analytics Suite,Feature Request,General enquiry,In Progress,Information provided,Critical,Chat,508,10.65,3
TKT01849,CUST00883,Customer 1271,customer21@example.com,Laptop,Product Question,Performance issue,Resolved,Escalated,Medium,Web Form,121,33.95,2
TKT01850,CUST01818,Customer 71,customer1245@example.com,Analytics Suite,Account Access,Installation help,Closed,Escalated,Low,Chat,83,115.61,2
TKT01851,CUST01144,Customer 144,customer1043@example.com,Laptop,Technical Issue,Login problem,In Progress,Refund processed,Low,Web Form,397,55.7,3
TKT01852,CUST01538,Customer 1156,customer436@example.com,Support Package,Technical Issue,Login problem,Open,Refund processed,High,Email,101,96.66,2
TKT01853,CUST00776,Customer 1745,customer575@example.com,Cloud Subscription,Technical Issue,Installation help,Open,Escalated,High,Email,113,2.04,3
TKT01854,CUST00130,Customer 1407,customer736@example.com,Laptop,Feature Request,Installation help,Closed,Configuration fixed,Low,Chat,589,56.97,4
TKT01855,CUST00713,Customer 826,customer544@example.com,Analytics Suite,Billing,Login problem,Resolved,Escalated,Critical,Web Form,546,30.0,2
TKT01856,CUST01256,Customer 772,customer619@example.com,CRM License,Technical Issue,General enquiry,Resolved,Password reset,Low,Web Form,346,114.35,5
TKT01857,CUST00467,Customer 943,customer843@example.com,CRM License,Technical Issue,General enquiry,Resolved,Escalated,Medium,Email,389,24.24,2
